      mass_in  chg_in     en_in    azi_in    pol_in  guess_en         x         y         z          px          py          pz          time        en        de       azi       pol    true_x    true_y    true_z     true_px     true_py     true_pz     true_time   true_en   true_de  true_azi  true_pol  start_en    pdev_en   dev_azi   dev_pol    en_err
6302        4       2  2.011160  4.953861  2.401601         2  0.003611 -0.209426  0.765591  -28.658307 -141.443645 -157.481971  1.819164e-08  1.518459 -0.007410 -1.770703  2.399786  0.003758 -0.275425  0.697501  -31.185972 -135.066746 -151.433036  2.275470e-08  1.402714  0.001710 -1.797713  2.400339  2.011160   8.251504  0.027010 -0.000553  0.011160
6303        4       2  2.068320  5.210916  1.645814         2  0.064917 -0.178622  0.986031   48.159811 -224.117367  -11.579071  9.783382e-09  1.752985 -0.004073 -1.359129  1.621266  0.088901 -0.261183  0.981436   34.227536 -221.995348  -13.675263  1.468067e-08  1.685114  0.001493 -1.417820  1.631603  2.068320   4.027729  0.058691 -0.010338  0.068320
6304        4       2  2.017363  3.773684  3.024829         2 -0.029693 -0.017267  0.412694   -0.414519   -1.150979 -180.110272  3.384711e-08  1.079862 -0.112695 -1.916480  3.134801 -0.039217 -0.023947  0.376266   -3.366422   -2.751719 -173.442281  3.679344e-08  1.002010  0.002180 -2.456331  3.116529  2.017363   7.769583  0.539851  0.018271  0.017363
6305        4       2  2.080182  4.775583  2.878341         2 -0.032333 -0.146358  0.400175  -18.472316  -31.502421 -155.363372  4.039949e-08  0.847965 -0.027974 -2.101139  2.910729 -0.029462 -0.167790  0.347719  -17.979403  -37.517399 -168.373996  3.927718e-08  1.001328  0.002181 -2.017689  2.899357  2.080182 -15.315941 -0.083450  0.011372  0.080182
6306        4       2  2.135874  3.181012  2.795078         2 -0.138821  0.089441  0.369001   -3.449289   35.273424 -142.103410  4.452614e-08  0.714123 -0.025992  1.668274  2.897172 -0.177830  0.084763  0.312586  -17.577913   38.779593 -168.150005  4.146776e-08  1.001549  0.002181  1.996372  2.893594  2.135874 -28.698152 -0.328099  0.003578  0.135874
6307        4       2  1.990694  1.442109  2.591659         2  0.146950  0.210411  0.578046   93.252669   48.923492 -152.270676  3.034557e-08  1.140897 -0.007257  0.483160  2.536542  0.141578  0.235906  0.554836   86.229479   59.605249 -154.515189  3.042500e-08  1.160435  0.001962  0.604822  2.545502  1.990694  -1.683632 -0.121663 -0.008960 -0.009306
6308        4       2  1.990551  2.623017  3.055371         2  0.009766  0.031052  0.396424   19.370505    5.283019 -177.251547  3.458099e-08  1.059237 -0.033130  0.266259  3.028799 -0.002453  0.032419  0.395797   12.948201    7.450363 -172.769261  3.578048e-08  1.001054  0.002181  0.522133  3.055341  1.990551   5.812210 -0.255874 -0.026542 -0.009449
6309        4       2  1.963694  4.254320  1.991776         2 -0.102194 -0.142341  0.913304 -142.584919 -144.590200 -100.742487  1.109480e-08  1.709894 -0.005117 -2.349212  2.031320 -0.165615 -0.220623  0.871441 -142.971953 -128.620777  -92.798440  1.677743e-08  1.517384  0.001614 -2.408986  2.020377  1.963694  12.686976  0.059774  0.010943 -0.036306
6310        4       2  1.868258  4.304459  2.326895         2 -0.110705 -0.151761  0.810464 -114.116428 -102.985556 -155.286701  1.552684e-08  1.588764 -0.007212 -2.407420  2.361278 -0.164063 -0.220734  0.729339 -105.761915  -85.568207 -138.502690  2.245781e-08  1.254477  0.001855 -2.461349  2.365156  1.868258  26.647434  0.053929 -0.003878 -0.131742
6311        4       2  2.079595  0.542246  2.190449         2  0.248196  0.071481  0.821397  179.399840    3.227082 -112.039225  1.840795e-08  1.489174 -0.003617  0.017986  2.128979  0.261262  0.088273  0.811522  184.165346   19.690487 -118.698622  1.789485e-08  1.610422  0.001544  0.106513  2.140726  2.079595  -7.528956 -0.088527 -0.011747  0.079595
6312        4       2  2.043742  5.105114  2.070620         2  0.042071 -0.206090  0.880612    3.525842 -194.341663 -107.416822  1.367885e-08  1.641195 -0.005068 -1.552656  2.075657  0.057014 -0.269790  0.850952    3.470925 -193.508402 -103.024882  1.688293e-08  1.599707  0.001552 -1.552861  2.059964  2.043742   2.593467  0.000206  0.015693  0.043742
6313        4       2  1.784041  2.523197  2.733441         2 -0.074801  0.137695  0.590841   -0.341283   71.618440 -183.783270  2.568801e-08  1.294893 -0.010011  1.575562  2.770002 -0.089675  0.139577  0.577526   -7.585838   61.860779 -161.730911  2.789072e-08  1.000016  0.002183  1.692815  2.773773  1.784041  29.487215 -0.117253 -0.003771 -0.215959
6314        4       2  1.971946  1.127312  2.097845         2  0.171912  0.204500  0.845745  155.384967  108.764980 -101.642893  1.689471e-08  1.540984 -0.004666  0.610707  2.062747  0.168872  0.217819  0.843534  144.405813  119.118746 -101.107590  1.749709e-08  1.506385  0.001622  0.689734  2.066020  1.971946   2.296858 -0.079027 -0.003273 -0.028054
6315        4       2  2.164527  1.443389  3.084739         2  0.076238  0.008350  0.259422   26.252130  -11.843067 -143.592186  4.564768e-08  0.714078 -0.034213 -0.423791  2.943652  0.062749  0.019918  0.262285   26.934748   -5.810630 -171.260452  4.260203e-08  1.001620  0.002181 -0.212474  2.982068  2.164527 -28.707640 -0.211318 -0.038416  0.164527
6316        4       2  1.926596  2.167843  1.681540         2 -0.093690  0.232965  0.966224  -36.966159  214.962904  -28.466183  1.458664e-08  1.610154 -0.003948  1.741096  1.700571 -0.111073  0.251879  0.966479  -47.681509  206.272430  -27.245218  1.538129e-08  1.516330  0.001615  1.797964  1.698783  1.926596   6.187562 -0.056868  0.001788 -0.073404
6317        4       2  2.019977  3.706682  3.046396         2 -0.016834 -0.015076  0.378259    5.482289   -2.622250 -178.743963  3.449496e-08  1.064730 -0.090528 -0.446148  3.107607 -0.027194 -0.017377  0.373406    0.620358   -2.590121 -173.476899  3.689522e-08  1.002017  0.002180 -1.335715  3.126241  2.019977   6.258660  0.889567 -0.018634  0.019977
6318        4       2  1.884054  0.148517  2.217007         2  0.253947 -0.028257  0.814294  165.933244  -63.046630 -117.010957  1.826590e-08  1.504231 -0.004465 -0.363105  2.153605  0.274449 -0.021233  0.802414  160.092442  -50.915664 -112.401149  1.936620e-08  1.359761  0.001749 -0.307923  2.160467  1.884054  10.624611 -0.055182 -0.006861 -0.115946
6319        4       2  2.037903  6.093475  1.660659         2  0.228085 -0.091924  0.982203  186.641466 -121.125992   -8.476836  1.323993e-08  1.649803 -0.003499 -0.575656  1.608876  0.257868 -0.097808  0.980741  190.730182 -114.339470  -10.945283  1.481094e-08  1.649568  0.001517 -0.540039  1.619976  2.037903   0.014277 -0.035616 -0.011100  0.037903
6320        4       2  2.066427  0.541344  2.489550         2  0.247357  0.048856  0.682635  131.097349  -19.146502 -148.302487  2.451664e-08  1.316216 -0.005330 -0.145023  2.412456  0.267021  0.066432  0.657739  136.181737   -7.313121 -155.389999  2.420689e-08  1.422582  0.001692 -0.053650  2.421264  2.066427  -7.476963 -0.091373 -0.008808  0.066427
6321        4       2  1.877320  1.786855  1.591155         2 -0.039471 -0.026795  0.995090  -59.455155 -176.912637   -0.898063  1.834277e-08  1.159455 -0.018496 -1.895008  1.575608 -0.009569  0.275075  0.993867   31.899743  206.994774   -4.436144  1.550893e-08  1.460463  0.001660  1.417890  1.591974  1.877320 -20.610472 -3.312899 -0.016366 -0.122680
6322        4       2  2.079992  0.172741  1.710277         2  0.253216 -0.012711  0.968351  211.257938  -58.968856  -19.345878  1.430327e-08  1.613333 -0.003390 -0.272204  1.658772  0.275534  0.000154  0.967113  221.334420  -39.292070  -21.724633  1.468718e-08  1.697224  0.001485 -0.175693  1.667139  2.079992  -4.942836 -0.096510 -0.008367  0.079992
6323        4       2  1.917773  2.430180  2.438849         2 -0.108471  0.229940  0.667914   -2.020812  123.037355 -157.826773  2.501098e-08  1.333007 -0.007713  1.587219  2.479367 -0.139682  0.237356  0.653929  -19.810716  116.484246 -149.988542  2.578041e-08  1.213469  0.001900  1.739257  2.474352  1.917773   9.850916 -0.152037  0.005015 -0.082227
6324        4       2  1.952355  3.435393  1.797358         2 -0.180571 -0.025032  0.951276 -219.387563    2.327456  -58.542593  1.084318e-08  1.715802 -0.005092  3.130984  1.831552 -0.273778 -0.030878  0.929757 -206.381319   15.852167  -57.510265  1.566481e-08  1.535876  0.001599  3.064933  1.841803  1.952355  11.714873  0.066051 -0.010251 -0.047645
6325        4       2  2.061056  3.825407  2.575749         2 -0.182968 -0.070581  0.650068  -94.481783   -2.810303 -178.378841  2.400350e-08  1.356359 -0.011459 -3.111857  2.654309 -0.256873 -0.098319  0.518180  -88.230694    1.310026 -168.753405  3.157429e-08  1.207032  0.001907  3.126746  2.659797  2.061056  12.371448 -6.238603 -0.005487  0.061056
6326        4       2  2.045887  0.690424  1.661705         2  0.206890  0.111586  0.981477  216.579633   66.848909  -10.826389  1.161867e-08  1.713447 -0.003248  0.299380  1.618525  0.239735  0.136181  0.979768  210.322634   74.003862  -11.842585  1.477638e-08  1.658914  0.001511  0.338330  1.623861  2.045887   3.287304 -0.038949 -0.005337  0.045887
6327        4       2  1.981778  2.861762  2.961337         2 -0.037308  0.062164  0.399476   11.368268   20.635925 -175.949114  3.493356e-08  1.048988 -0.026626  1.067265  3.008481 -0.053858  0.057853  0.407600    2.157658   21.049911 -172.186126  3.541366e-08  1.001834  0.002180  1.468651  3.019314  1.981778   4.706840 -0.401386 -0.010833 -0.018222
6328        4       2  2.041240  0.123451  2.201928         2  0.254422 -0.035650  0.818359  164.126034  -69.200539 -114.053601  1.839786e-08  1.488735 -0.004493 -0.399013  2.140340  0.274656 -0.024641  0.807883  172.980102  -54.561015 -118.312224  1.821954e-08  1.560643  0.001581 -0.305541  2.148777  2.041240  -4.607555 -0.093472 -0.008437  0.041240
6329        4       2  2.062586  4.317780  2.048369         2 -0.093673 -0.147533  0.900102 -129.061676 -147.718255 -112.769859  1.137563e-08  1.703537 -0.005843 -2.288890  2.092552 -0.150586 -0.230652  0.852543 -134.690916 -138.905877 -106.587448  1.673128e-08  1.623835  0.001535 -2.340790  2.074316  2.062586   4.908252  0.051899  0.018236  0.062586
6330        4       2  1.905728  2.816255  2.378598         2 -0.176076  0.131037  0.742552  -76.658475  109.370992 -160.004088  2.048764e-08  1.445690 -0.005655  2.182128  2.446028 -0.224754  0.159383  0.689919  -74.113864  101.913746 -147.174914  2.406999e-08  1.249463  0.001860  2.199559  2.433503  1.905728  15.704889 -0.017431  0.012525 -0.094272
6331        4       2  1.955173  3.281553  2.950430         2 -0.064894  0.028807  0.440563   -3.666259   18.902691 -181.389717  3.276907e-08  1.107533 -0.032903  1.762372  3.035836 -0.078011  0.019263  0.427644  -10.388527   14.045317 -172.597728  3.438252e-08  1.001812  0.002180  2.207636  3.040720  1.955173  10.552993 -0.445264 -0.004883 -0.044827
6332        4       2  2.082691  3.742112  2.033618         2 -0.164422 -0.078756  0.899740 -188.507811  -57.004947 -110.678724  1.158805e-08  1.698215 -0.005371 -2.847935  2.082803 -0.252113 -0.110593  0.854547 -190.137687  -41.972203 -107.939334  1.657609e-08  1.649354  0.001517 -2.924331  2.076969  2.082691   2.962390  0.076396  0.005834  0.082691
6333        4       2  2.012068  6.175274  1.743778         2  0.242626 -0.081769  0.961017  187.137217 -111.606418  -24.327727  1.495372e-08  1.599590 -0.004174 -0.537759  1.681987  0.264251 -0.076876  0.957700  195.513886  -97.558989  -28.690395  1.503837e-08  1.616162  0.001540 -0.462837  1.701354  2.012068  -1.025359 -0.074922 -0.019367  0.012068
6334        4       2  1.973662  0.360527  2.780653         2  0.216791 -0.027581  0.482202   67.508853  -42.943657 -155.807857  3.443621e-08  1.021193 -0.010348 -0.566555  2.667190  0.228536 -0.013973  0.456393   69.083841  -34.368678 -155.350608  3.510758e-08  1.001560  0.002181 -0.461639  2.680598  1.973662   1.960196 -0.104916 -0.013408 -0.026338
6335        4       2  2.148250  5.718768  1.707233         2  0.177863 -0.175496  0.969646  120.003144 -183.160690  -19.394547  1.465573e-08  1.608121 -0.004029 -0.990789  1.659137  0.205033 -0.184117  0.966599  142.319542 -180.401644  -24.180127  1.440979e-08  1.776330  0.001436 -0.902858  1.675641  2.148250  -9.469481 -0.087930 -0.016505  0.148250
6336        4       2  1.980758  4.350128  1.933660         2 -0.090990 -0.154099  0.925712 -135.223114 -160.567423  -85.779452  1.102091e-08  1.711206 -0.005216 -2.270720  1.958716 -0.142549 -0.236091  0.891371 -133.542834 -148.801534  -81.391084  1.622203e-08  1.550777  0.001588 -2.302204  1.957391  1.980758  10.345079  0.031484  0.001325 -0.019242
6337        4       2  2.007679  4.101015  2.176023         2 -0.136045 -0.128296  0.860015 -151.095618  -93.806119 -134.928942  1.303583e-08  1.658344 -0.006333 -2.585991  2.219830 -0.200277 -0.189403  0.800582 -145.963308  -88.182562 -127.996358  1.864582e-08  1.513017  0.001617 -2.598133  2.214660  2.007679   9.605112  0.012142  0.005170  0.007679
6338        4       2  2.033195  2.287243  2.413508         2 -0.082200  0.238060  0.692409    8.276822  129.047472 -154.005316  2.406916e-08  1.345905 -0.006739  1.506746  2.443130 -0.110334  0.252526  0.675447  -10.870998  132.097573 -156.600042  2.368164e-08  1.400850  0.001711  1.652907  2.439200  2.033195  -3.922273 -0.146160  0.003930  0.033195
6339        4       2  2.006075  4.350274  2.539067         2 -0.113869 -0.160486  0.689854  -83.620703  -68.964843 -175.272167  2.186575e-08  1.413401 -0.009783 -2.451951  2.587743 -0.163692 -0.221141  0.575865  -81.738601  -58.666666 -163.023584  2.892403e-08  1.221520  0.001891 -2.519063  2.588645  2.006075  15.708315  0.067112 -0.000902  0.006075
6340        4       2  2.037156  3.865585  1.822354         2 -0.147927 -0.092079  0.950122 -202.210778  -87.033785  -61.930011  1.006729e-08  1.740265 -0.004714 -2.735148  1.845023 -0.234706 -0.143450  0.923688 -198.339145  -76.205768  -63.143126  1.532220e-08  1.634988  0.001527 -2.774764  1.859663  2.037156   6.439047  0.039616 -0.014640  0.037156
6341        4       2  2.095280  3.141284  1.702411         2 -0.179690  0.033881  0.967167 -209.675059   80.988116  -43.028111  9.966787e-09  1.742749 -0.004319  2.772991  1.759938 -0.271165  0.047188  0.957561 -210.012672   76.586022  -39.046442  1.467877e-08  1.713535  0.001475  2.791906  1.743724  2.095280   1.704898 -0.018915  0.016214  0.095280
6342        4       2  1.968665  0.140202  3.096544         2  0.057526 -0.020321  0.413936   24.385785  -16.495956 -176.695029  3.408233e-08  1.068109 -0.028653 -0.594751  2.976488  0.051785 -0.013790  0.414088   21.681776  -11.842887 -171.734788  3.489654e-08  1.002079  0.002180 -0.499932  2.998715  1.968665   6.589325 -0.094819 -0.022227 -0.031335
6343        4       2  2.083764  6.207578  1.881943         2  0.236736 -0.071436  0.923382  185.453511 -103.390958  -57.910240  1.463047e-08  1.611830 -0.003530 -0.508586  1.837061  0.266629 -0.068868  0.917542  197.028138  -91.208951  -59.583776  1.522710e-08  1.686740  0.001492 -0.433549  1.838636  2.083764  -4.441095 -0.075037 -0.001575  0.083764
6344        4       2  1.929416  4.838450  2.578819         2 -0.030274 -0.206342  0.656057  -42.182572  -95.746164 -171.136076  2.440727e-08  1.339083 -0.009495 -1.985778  2.592859 -0.042956 -0.271957  0.554688  -42.440668  -83.370191 -153.114108  3.105727e-08  1.071696  0.002078 -2.041668  2.593132  1.929416  24.949881  0.055890 -0.000273 -0.070584
6345        4       2  1.885962  5.008806  1.856751         2  0.023193 -0.196669  0.938908  -10.538571 -216.270274  -63.197917  1.171430e-08  1.693006 -0.004504 -1.619487  1.854779  0.031523 -0.274102  0.919721  -14.849634 -200.117301  -57.710840  1.618293e-08  1.450949  0.001668 -1.644865  1.850833  1.885962  16.682711  0.025379  0.003945 -0.114038
6346        4       2  1.825461  2.920670  2.827701         2 -0.092625  0.078242  0.541195  -13.573761   45.319409 -189.044236  2.726979e-08  1.263968 -0.013992  1.861806  2.896378 -0.106431  0.073085  0.534077  -19.300579   37.872166 -168.067863  2.944880e-08  1.000430  0.002182  2.042114  2.893874  1.825461  26.342481 -0.180307  0.002504 -0.174539
6347        4       2  1.991392  5.929517  2.142986         2  0.208654 -0.142439  0.841751  124.004726 -138.263043 -106.499959  1.745663e-08  1.525372 -0.004056 -0.839710  2.091448  0.234032 -0.144654  0.830332  134.091324 -126.947032 -107.666905  1.774120e-08  1.520455  0.001611 -0.758036  2.098684  1.991392   0.323427 -0.081674 -0.007236 -0.008608
6348        4       2  2.002783  0.396831  3.027221         2  0.101405 -0.018354  0.397139   34.956245  -21.953823 -168.559804  3.613850e-08  1.002516 -0.020607 -0.560780  2.901430  0.096762 -0.008874  0.393797   33.673058  -16.176351 -169.400235  3.623503e-08  1.001706  0.002180 -0.447841  2.924541  2.002783   0.080802 -0.112940 -0.023111  0.002783
6349        4       2  1.829335  2.678491  2.038318         2 -0.169842  0.144149  0.875943 -113.051098  153.740309 -106.365250  1.529251e-08  1.588353 -0.004379  2.204848  2.079286 -0.214421  0.173370  0.852343 -107.420787  138.326930  -97.332251  1.810880e-08  1.336185  0.001771  2.231088  2.078039  1.829335  18.872230 -0.026240  0.001248 -0.170665
6350        4       2  2.095835  1.977011  2.390537         2 -0.008653  0.254697  0.711937   47.748317  129.472072 -148.384348  2.298533e-08  1.366573 -0.005657  1.217479  2.392453 -0.032054  0.273197  0.697228   27.133991  141.844355 -156.622269  2.219507e-08  1.510426  0.001619  1.381786  2.396718  2.095835  -9.524021 -0.164307 -0.004265  0.095835
6351        4       2  1.868999  5.930676  2.488291         2  0.196954 -0.158637  0.680374   71.399854 -108.834010 -150.369828  2.457974e-08  1.316454 -0.006497 -0.990184  2.428095  0.222383 -0.161908  0.658629   74.446920  -96.617917 -140.706003  2.594211e-08  1.154191  0.001970 -0.914286  2.427390  1.868999  14.058620 -0.075899  0.000705 -0.131001
6352        4       2  1.866010  1.061217  3.105312         2  0.041793  0.003137  0.488357   25.932021   -6.647965 -189.598914  2.892520e-08  1.220348 -0.025092 -0.250957  3.001324  0.034967  0.006762  0.487822   20.223021   -3.472228 -172.152628  3.099185e-08  1.000561  0.002182 -0.170039  3.022962  1.866010  21.966417 -0.080918 -0.021638 -0.133990
6353        4       2  2.090151  3.311157  2.483670         2 -0.204587  0.025499  0.695107 -101.116851   46.783242 -174.154449  2.175265e-08  1.422518 -0.009181  2.708256  2.572458 -0.272838  0.035635  0.609206 -100.235978   51.261572 -170.357043  2.638497e-08  1.387714  0.001723  2.668860  2.557616  2.090151   2.507996  0.039397  0.014842  0.090151
6354        4       2  2.041905  3.306133  2.847076         2 -0.108235  0.055896  0.422465   -5.382181   31.903173 -161.658168  3.844065e-08  0.904823 -0.024969  1.737926  2.944064 -0.144697  0.037405  0.374804  -21.374490   25.982255 -170.181545  3.776082e-08  1.001763  0.002180  2.259201  2.946412  2.041905  -9.676967 -0.521275 -0.002348  0.041905
6355        4       2  2.094304  3.291897  2.541362         2 -0.210503  0.035100  0.646537  -86.879693   49.484630 -174.070770  2.461904e-08  1.341184 -0.011024  2.623844  2.620219 -0.270718  0.050073  0.551301  -82.446337   53.539710 -172.077658  2.939696e-08  1.307166  0.001800  2.565647  2.622556  2.094304   2.602426  0.058196 -0.002337  0.094304
6356        4       2  1.987532  5.763147  2.616964         2  0.157405 -0.189875  0.595408   36.132321  -99.548916 -156.436641  2.912790e-08  1.187868 -0.008222 -1.222622  2.546489  0.186507 -0.202588  0.550296   42.635439  -93.347880 -155.149620  3.059763e-08  1.151778  0.001973 -1.142354  2.557211  1.987532   3.133415 -0.080268 -0.010722 -0.012468
6357        4       2  1.860167  6.004813  2.496252         2  0.204866 -0.142531  0.679681   77.869333 -102.626080 -150.476527  2.473543e-08  1.305979 -0.006110 -0.921708  2.433562  0.232973 -0.146571  0.653768   79.148973  -90.576357 -139.956962  2.630560e-08  1.133601  0.001996 -0.852625  2.431639  1.860167  15.206282 -0.069082  0.001923 -0.139833
6358        4       2  1.855377  5.180991  2.321164         2  0.051970 -0.213677  0.794379    4.101390 -160.289179 -144.110730  1.718986e-08  1.546695 -0.006721 -1.545214  2.302933  0.066394 -0.267580  0.745814    0.870336 -144.237538 -130.309367  2.185498e-08  1.257646  0.001851 -1.564762  2.305497  1.855377  22.983358  0.019548 -0.002564 -0.144623
6359        4       2  2.180409  1.199034  2.489616         2  0.176890  0.191113  0.662356  115.955583   54.097089 -149.329841  2.533481e-08  1.287110 -0.005456  0.436517  2.433133  0.174623  0.213158  0.646870  117.058077   74.416997 -165.917017  2.386929e-08  1.556391  0.001584  0.566276  2.445270  2.180409 -17.301655 -0.129759 -0.012138  0.180409
6360        4       2  1.836596  4.633758  2.060290         2 -0.049857 -0.188372  0.889909  -81.463286 -177.916817 -109.588448  1.243518e-08  1.673804 -0.004983 -2.000178  2.081314 -0.074590 -0.264982  0.850587  -81.358113 -156.225265  -96.937100  1.806216e-08  1.345336  0.001763 -2.050925  2.073900  1.836596  24.415286  0.050747  0.007414 -0.163404
6361        4       2  2.080014  4.265667  2.209704         2 -0.108368 -0.144886  0.854356 -128.007414 -116.740431 -140.450981  1.316732e-08  1.655199 -0.006435 -2.402197  2.252029 -0.165604 -0.219714  0.788018 -129.342285 -112.248736 -135.916726  1.863571e-08  1.590759  0.001558 -2.426831  2.241646  2.080014   4.050904  0.024634  0.010383  0.080014
6362        4       2  2.124336  5.248795  1.660697         2  0.075908 -0.194944  0.981723   47.993845 -221.067306  -14.876595  1.112667e-08  1.710214 -0.004698 -1.357013  1.636464  0.099355 -0.257132  0.977487   44.724204 -224.291637  -17.026437  1.445032e-08  1.750155  0.001452 -1.373976  1.645106  2.124336  -2.282119  0.016963 -0.008641  0.124336
6363        4       2  2.136910  3.351156  1.983015         2 -0.190414 -0.006901  0.906868 -199.635794   27.508244  -99.427379  1.221741e-08  1.680342 -0.005780  3.004663  2.029136 -0.275705 -0.006861  0.871214 -201.309545   34.144751 -100.581123  1.593374e-08  1.723927  0.001468  2.973578  2.028505  2.136910  -2.528240  0.031084  0.000630  0.136910
6364        4       2  1.914845  4.686817  1.863753         2 -0.036811 -0.189130  0.938050  -74.223543 -202.523775  -66.879113  1.146590e-08  1.696994 -0.004670 -1.922088  1.871458 -0.056420 -0.269876  0.915452  -77.296187 -186.231256  -62.801842  1.609005e-08  1.484298  0.001640 -1.964213  1.872736  1.914845  14.329775  0.042125 -0.001278 -0.085155
6365        4       2  1.930261  1.890214  2.023303         2 -0.019868  0.252028  0.868623   31.402126  190.590855  -98.599003  1.630178e-08  1.565162 -0.004128  1.407501  2.042770 -0.029760  0.273490  0.863857   20.973141  187.549809  -92.786878  1.713699e-08  1.471773  0.001650  1.459432  2.027756  1.930261   6.345357 -0.051931  0.015014 -0.069739
6366        4       2  2.016747  2.078706  2.893739         2  0.034012  0.133756  0.394823   40.031226   26.315654 -165.984981  3.654944e-08  0.993523 -0.015605  0.581545  2.860610  0.014980  0.139786  0.392830   31.089669   32.419001 -167.489128  3.680348e-08  1.000980  0.002182  0.806327  2.879578  2.016747  -0.744997 -0.224782 -0.018968  0.016747
6367        4       2  1.907295  2.503527  2.255337         2 -0.142301  0.196053  0.783917  -49.498828  149.719563 -140.325604  1.931219e-08  1.482851 -0.005659  1.890094  2.297994 -0.172480  0.214829  0.763146  -58.858298  139.134893 -132.703890  2.075685e-08  1.345697  0.001762  1.970998  2.291556  1.907295  10.192042 -0.080903  0.006438 -0.092705
6368        4       2  2.033034  0.776575  2.289248         2  0.228865  0.122269  0.779024  161.708990   32.907954 -127.923473  1.951351e-08  1.450921 -0.004498  0.200760  2.230221  0.236882  0.139764  0.768205  160.452900   47.173725 -132.163030  1.966826e-08  1.512121  0.001618  0.285946  2.239559  2.033034  -4.047298 -0.085187 -0.009338  0.033034
6369        4       2  2.026431  0.750326  2.129255         2  0.230239  0.120738  0.840829  182.672938   40.365998 -104.120205  1.751651e-08  1.525497 -0.003992  0.217479  2.078658  0.236318  0.140947  0.834631  179.202126   59.659467 -106.744566  1.743305e-08  1.566304  0.001576  0.321376  2.085211  2.026431  -2.605277 -0.103897 -0.006552  0.026431
6370        4       2  2.107514  4.612898  3.025483         2 -0.003215 -0.076215  0.325560    0.573678  -18.627170 -164.218475  3.946513e-08  0.909310 -0.061270 -1.540008  3.028593 -0.004997 -0.077614  0.307732   -0.205123  -18.872276 -172.319043  4.038765e-08  1.000311  0.002183 -1.581665  3.032502  2.107514  -9.097239  0.041657 -0.003909  0.107514
6371        4       2  1.877866  3.852537  2.691058         2 -0.166613 -0.058622  0.570360  -67.278863    4.983824 -176.174187  2.954535e-08  1.184564 -0.014959  3.067651  2.775884 -0.188407 -0.082267  0.522335  -62.363472   -2.544332 -161.865249  3.140350e-08  1.001841  0.002180 -3.100817  2.773561  1.877866  18.238714  6.168467  0.002323 -0.122134
6372        4       2  1.966953  4.545274  2.765180         2 -0.079698 -0.153913  0.512727  -41.861962  -39.339072 -170.570316  3.298169e-08  1.078299 -0.017691 -2.387254  2.816739 -0.086483 -0.184957  0.450082  -38.854093  -41.249072 -163.930479  3.485089e-08  1.001451  0.002181 -2.326305  2.808775  1.966953   7.673646 -0.060949  0.007964 -0.033047
6373        4       2  1.917869  3.046910  2.091198         2 -0.201051  0.066315  0.866334 -159.949413   95.311143 -120.058870  1.403365e-08  1.633304 -0.005689  2.604206  2.143512 -0.262529  0.083575  0.831585 -150.089481   89.107684 -111.779589  1.816973e-08  1.429789  0.001686  2.605821  2.140389  1.917869  14.233918 -0.001615  0.003123 -0.082131
6374        4       2  2.028946  1.574889  2.595926         2  0.115473  0.223367  0.571837   83.493141   57.226115 -153.942047  3.081233e-08  1.129858 -0.007739  0.600859  2.559939  0.110593  0.252278  0.544571   78.273146   69.101593 -158.558577  3.057072e-08  1.199662  0.001916  0.723245  2.559263  2.028946  -5.818650 -0.122386  0.000676  0.028946
6375        4       2  2.062168  0.041047  1.828589         2  0.257698 -0.047760  0.936882  196.896303  -84.374424  -42.332945  1.526761e-08  1.586660 -0.004372 -0.404850  1.765903  0.272991 -0.037191  0.933403  207.938238  -67.920896  -47.506431  1.509819e-08  1.667425  0.001505 -0.315714  1.784648  2.062168  -4.843685 -0.089136 -0.018745  0.062168
6376        4       2  2.018923  2.775716  3.036671         2 -0.002731  0.035848  0.382940   16.739221    7.994013 -173.894600  3.587203e-08  1.018057 -0.034000  0.445536  3.035320 -0.015318  0.036154  0.374263   10.446302    9.587331 -172.763659  3.691244e-08  1.000253  0.002183  0.742548  3.059705  2.018923   1.779879 -0.297011 -0.024385  0.018923
6377        4       2  1.874004  2.217266  1.704432         2 -0.101380  0.222009  0.959041  -46.918024  214.535762  -37.927287  1.339956e-08  1.652695 -0.003891  1.786102  1.741815 -0.122410  0.246592  0.959704  -54.628277  199.035746  -31.845078  1.570581e-08  1.451467  0.001667  1.838665  1.723880  1.874004  13.863722 -0.052563  0.017935 -0.125996
6378        4       2  1.946727  5.356368  2.798747         2  0.058057 -0.176562  0.497912    0.503565  -66.235560 -167.005675  3.338353e-08  1.074443 -0.015574 -1.563194  2.764005  0.072223 -0.187637  0.464839    4.823934  -63.788197 -161.191390  3.407805e-08  1.001137  0.002181 -1.495316  2.763797  1.946727   7.322291 -0.067878  0.000209 -0.053273
6379        4       2  2.009709  1.265176  2.883408         2  0.142886  0.094423  0.397774   59.874874    0.107280 -161.940509  3.638884e-08  0.992316 -0.013309  0.001792  2.787446  0.129305  0.107804  0.405304   56.437859    9.948194 -163.587249  3.655667e-08  1.000142  0.002183  0.174476  2.804633  2.009709  -0.782566 -0.172684 -0.017186  0.009709
6380        4       2  1.897167  1.333893  3.047961         2  0.060941  0.029201  0.459151   35.298005   -1.654679 -184.070746  3.058107e-08  1.169332 -0.019797 -0.046843  2.951926  0.050291  0.034676  0.468399   28.289289    2.924780 -171.147795  3.213940e-08  1.001986  0.002180  0.103022  2.976925  1.897167  16.701402 -0.149865 -0.024998 -0.102833
